symbol,name,industry,supersector,sector,subsector,listing_date,issue_share,listed_value,market_cap
CAN,Halong Canned Food Joint Stock Corporation,Consumer Goods,Food & Beverage,Food Producers,Food Products,2001-10-22,5000000.0,5000000.0,187000000000.0
CAP,Yen Bai Joint Stock Forest Agricultural Products And Foodstuffs Company,Basic Materials,Basic Resources,Forestry & Paper,Paper,2008-01-09,7853968.0,7853968.0,636171408000.0
CAR,Tri Viet Education Group Joint Stock Company,Industrials,Industrial Goods & Services,Support Services,Business Training & Employment Agencies,2022-07-13,3200000.0,3200000.0,98992000000.0
CAT,Seaprimexco-Vietnam,Consumer Goods,Food & Beverage,Food Producers,Farming & Fishing,2018-03-23,9748579.0,9748579.0,184983460000.0
CAV,Vietnam Electric Cable Corporation,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment,2014-12-08,57600000.0,57600000.0,3259650681000.0
CBI,Cao Bang Cast Iron and Steel Joint Stock Company,Basic Materials,Basic Resources,Industrial Metals & Mining,Steel,2017-09-28,43006366.0,43006366.0,344050928000.0
CBS,Cao Bang Sugar Joint Stock Company,Consumer Goods,Food & Beverage,Food Producers,Food Products,2017-06-20,3527925.0,3527925.0,182167935300.0
CC1,Construction Corporation No.1 Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2017-07-20,328934469.0,328934469.0,3571188598692.0
CC4,Investment and Construction Joint Stock Company No.4,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2017-07-28,64000000.0,64000000.0,1312000000000.0
CCA,Can Tho Import Export Seafood Joint Stock Company,Consumer Goods,Food & Beverage,Food Producers,Farming & Fishing,2019-12-26,15092326.0,15092326.0,206010255000.0
CCI,Cuchi Commercial and Industrial Developing Investment Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Gas Distribution,2010-04-15,17743865.0,17743865.0,491150940000.0
CCL,Cuu Long Petro Urban Development And Investment Corporation,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2011-03-03,53199579.0,53199579.0,287277726600.0
CCM,Can Tho Mineral And Cement Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2008-09-18,6199900.0,6199900.0,294495060000.0
CCP,Hai Phong Cua Cam Port Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,2017-03-16,2400000.0,2400000.0,37920000000.0
CCR,Cam Ranh Port Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,2015-09-24,24501817.0,24501817.0,268989787000.0
CCT,Can Tho Port Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,2017-06-30,28480000.0,28480000.0,318976000000.0
CCV,VCC Engineering Consultants Joint - Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2017-01-09,1800000.0,1800000.0,49140000000.0
CDC,Chuong Duong Corporation,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2007-11-01,21988716.0,21988716.0,411188989200.0
CDG,CauDuong Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2017-02-27,3464995.0,3464995.0,11434206300.0
CDH,Hai Phong Public Works and Tourism Services Joint Stock Company,Industrials,Industrial Goods & Services,Support Services,Waste & Disposal Services,2016-06-23,2000000.0,2000000.0,5200000000.0
CDN,DaNang Port Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,2016-11-30,99000000.0,99000000.0,2692800000000.0
CDO,Consultancy Design and Urban Development Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2015-03-09,31504975.0,31504975.0,28354477500.0
CDP,Codupha Central Pharmaceutical Joint Stock Company,Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals,2018-07-13,18270000.0,18270000.0,207270770400.0
CDR,Dong Nai Rubber Construction Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2017-06-26,2133271.0,2133271.0,11732990500.0
CE1,Construction And Industry Equipment Joint Stock Company - CIE1,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery,2017-04-10,6000000.0,6000000.0,54000000000.0
CEG,Construction and Industry Equipment Group Corporation,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2017-05-17,3800000.0,3800000.0,6840000000.0
CEN,CENCON Vietnam Joint Stock Company,Consumer Services,Retail,General Retailers,Broadline Retailers,2018-06-15,21712440.0,21712440.0,80357740440.0
CEO,CEO Group Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2014-09-29,257339985.0,257339985.0,6098957644500.0
CET,HTC Holding Joint Stock Company,Consumer Goods,Personal & Household Goods,Personal Goods,Personal Products,2017-07-28,6050000.0,6050000.0,24200000000.0
CFM,CFM Investment Joint Stock Company,Industrials,Industrial Goods & Services,Support Services,Business Training & Employment Agencies,2021-01-25,2000000.0,2000000.0,16134000000.0
CFV,Thang Loi Coffee Joint Stock Company,Consumer Goods,Food & Beverage,Beverages,Soft Drinks,2019-06-03,8096000.0,8096000.0,403535000000.0
CGV,Vinaceglass Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2017-06-21,9499956.0,9499956.0,23749890000.0
CH5,Hanoi Construction Joint Stock Company No.5,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2017-06-14,3732450.0,3732450.0,20155230000.0
CHC,Cam Ha Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2017-02-16,6731596.0,6731596.0,19521628400.0
CHP,Central Hydropower Joint Stock Company,Utilities,Utilities,Electricity,Conventional Electricity,2016-09-29,146912668.0,146912668.0,3592014732600.0
CHS,Ho Chi Minh City Public Lighting Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Multiutilities,2017-01-12,28400000.0,28400000.0,251340000000.0
CI5,No.5 Construction Investment Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2011-07-01,2700000.0,2700000.0,24839282400.0
CIA,Cam Ranh International Airport Services Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,2017-11-29,19709904.0,19709904.0,220202667400.0
CID,Contruction and Infrastructure Development Joint Stock Corporation,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2005-07-14,1082000.0,1082000.0,9749250000.0
CIG,COMA 18 Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2011-07-19,31539947.0,31539947.0,114174608140.0
CII,Ho Chi Minh City Infrastructure Investment Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2006-05-18,284019513.0,284019513.0,3909443216500.0
CIP,Construction and Industrial Production Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2017-09-27,4545000.0,4545000.0,9090000000.0
CJC,Central Area Electrical Mechanical Joint Stock Company,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electronic Equipment,2006-12-14,4000000.0,4000000.0,120000000000.0
CK8,120 Mechanical Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2023-01-06,3000000.0,3000000.0,10500000000.0
CKA,An Giang Mechanical Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery,2018-10-17,3286404.0,3286404.0,108451332000.0
CKD,Dong Anh Licogi Mechanical Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery,2015-05-21,31000000.0,31000000.0,837000000000.0
CKG,Kien Giang Construction Investment Consultancy Corporation,Financials,Real Estate,Real Estate Investment & Services,Real Estate Services,2020-03-25,95259361.0,95259361.0,2152861558600.0
CKV,CokyVina Joint Stock Company,Technology,Technology,Technology Hardware & Equipment,Telecommunications Equipment,2010-03-11,4050000.0,4050000.0,49347600000.0
CLC,Cat Loi Joint Stock Company,Consumer Goods,Personal & Household Goods,Tobacco,Tobacco,2006-11-16,26207583.0,26207583.0,912023888400.0
CLG,Cotec Investment and Land - house Development Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2010-08-09,21150000.0,21150000.0,16920000000.0
CLH,La Hien Cement Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2016-06-07,12000000.0,12000000.0,339600000000.0
CLL,Cat Lai Port Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,2014-07-08,34000000.0,34000000.0,984300000000.0
CLM,Vinacomin - Coal Import Export Joint Stock Company,Basic Materials,Basic Resources,Mining,Coal,2016-04-15,11000000.0,11000000.0,726000000000.0
CLW,ChoLon Water Supply Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Water,2011-01-11,13000000.0,13000000.0,404300000000.0
CLX,Cho Lon Investment And Import Export Corporation (CHOLIMEX),Consumer Goods,Food & Beverage,Food Producers,Food Products,2017-03-01,86600000.0,86600000.0,1101465400000.0
CMC,CMC Investment Joint Stock Company,Consumer Goods,Automobiles & Parts,Automobiles & Parts,Automobiles,2006-12-11,4561050.0,4561050.0,27822405000.0
CMD,Construction Materials and Interior Decoration Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2019-07-05,15000000.0,15000000.0,198594000000.0
CMF,Cholimex Food Joint Stock Company,Consumer Goods,Food & Beverage,Food Producers,Food Products,2016-11-30,8100000.0,8100000.0,1458000000000.0
CMG,CMC Corporation,Technology,Technology,Software & Computer Services,Computer Services,2010-01-22,150596032.0,150596032.0,6106669097600.0
CMI,CMISTONE Vietnam Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2010-06-23,15002500.0,15002500.0,49600000000.0
CMK,Mao Khe - Vinacomin Mechanical Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery,2015-10-21,1432578.0,1432578.0,13609491000.0
CMM,CAMIMEX JOINT STOCK COMPANY,Consumer Goods,Food & Beverage,Food Producers,Food Products,2022-11-08,56950000.0,56950000.0,535614750000.0
CMN,Colusa - Miliket Foodstuff Joint Stock Company,Consumer Goods,Food & Beverage,Food Producers,Food Products,2017-07-10,4800000.0,4800000.0,360480000000.0
CMP,ChanMay Port Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,2016-02-15,32405415.0,32405415.0,262483861500.0
CMS,CMH Viet Nam Group Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2010-11-29,25452500.0,25452500.0,139988750000.0
CMT,Information and Networking technology Joint stock Company,Technology,Technology,Software & Computer Services,Software,2010-03-11,8000000.0,8000000.0,90244472000.0
CMV,Ca Mau Trading Joint Stock Company,Consumer Services,Retail,General Retailers,Broadline Retailers,2010-06-21,18155868.0,18155868.0,171572952600.0
CMW,Ca Mau Water Supply Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Water,2017-04-10,15534900.0,15534900.0,122725710000.0
CMX,CAMIMEX Group Joint Stock Company,Consumer Goods,Food & Beverage,Food Producers,Farming & Fishing,2010-11-09,101898990.0,101898990.0,880407273600.0
CNA,Nghe An Tea Corporation Joint Stock Company,Consumer Goods,Food & Beverage,Food Producers,Farming & Fishing,2021-12-09,793917.0,793917.0,149942864500.0
CNC,Traphaco High Tech Joint Stock Company,Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals,2014-06-25,11364325.0,11364325.0,329565425000.0
CNG,Clean Natural Gas Vietnam Joint Stock Company,Utilities,Utilities,"Gas, Water & Multi-utilities",Gas Distribution,2011-11-23,27000000.0,27000000.0,742491007500.0
CNN,Consultant and Inspection Joint Stock Company of Construction Technology and Equipment,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2016-06-01,8800000.0,8800000.0,309566400000.0
CNT,CNT Group Corporation,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2008-07-28,40015069.0,40015069.0,480976581450.0
COM,Materials - Petroleum Joint Stock Company,Consumer Services,Retail,General Retailers,Specialty Retailers,2006-08-07,14120628.0,14120628.0,437739468000.0
CPA,Phuoc An Coffee Joint Stock Company,Consumer Goods,Food & Beverage,Beverages,Soft Drinks,2019-12-30,23627990.0,23627990.0,129953945000.0
CPC,Cantho Pesticides Joint Stock Company,Basic Materials,Chemicals,Chemicals,Specialty Chemicals,2010-01-18,4303050.0,4303050.0,65303200000.0
CPH,Haiphong Funeral Services Joint Stock Company,Consumer Services,Retail,General Retailers,Specialized Consumer Services,2017-02-08,4400000.0,4400000.0,1320000000.0
CPI,Cai Lan Port Investment Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Transportation,Transportation Services,2017-07-28,36505000.0,36505000.0,113165500000.0
CQN,Quang Ninh Port Joint Stock Company,Consumer Goods,Food & Beverage,Food Producers,Farming & Fishing,2020-08-18,75049936.0,75049936.0,2026348272000.0
CQT,VVMI Quan Trieu Cement Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2016-11-01,25000000.0,25000000.0,317500000000.0
CRC,Create Capital Viet Nam Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Building Materials & Fixtures,2018-08-20,30000000.0,30000000.0,146100000000.0
CRE,Century Land Joint Stock Company,Financials,Real Estate,Real Estate Investment & Services,Real Estate Holding & Development,2018-09-05,463678534.0,463678534.0,3454404273700.0
CSC,COTANA GROUP Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2009-11-04,25553740.0,25553740.0,950599128000.0
CSI,Vietnam Construction Securities Joint Stock Company,Financials,Financial Services,Financial Services,Investment Services,2019-03-15,16800000.0,16800000.0,1006370400000.0
CSM,The Southern Rubber Industry Joint Stock Company,Consumer Goods,Automobiles & Parts,Automobiles & Parts,Tires,2009-08-11,103626467.0,103626467.0,1461116194200.0
CST,Cao Son Coal Joint Stock Company,Basic Materials,Basic Resources,Mining,Coal,2021-04-26,42846773.0,42846773.0,903938369981.0
CSV,South Basic Chemicals Joint Stock Company,Basic Materials,Chemicals,Chemicals,Specialty Chemicals,2015-03-18,44200000.0,44200000.0,1261910000000.0
CT3,Project 3 Construction And Investment Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2009-11-20,8799756.0,8799756.0,52798536000.0
CT6,Construction Joint Stock Company No.6,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2010-05-04,6108078.0,6108078.0,30040334280.0
CTA,Vinavico Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2010-10-01,8454381.0,8454381.0,13359333400.0
CTB,Hai Duong Pump Manufacturing Joint Stock Company,Industrials,Industrial Goods & Services,Industrial Engineering,Industrial Machinery,2006-10-10,13680000.0,13680000.0,285912000000.0
CTC,Hoang Kim Tay Nguyen Group Joint Stock Company,Consumer Services,Travel & Leisure,Travel & Leisure,Travel & Tourism,2008-07-18,15799926.0,15799926.0,28439866800.0
CTD,Coteccons Construction Joint Stock Company,Industrials,Construction & Materials,Construction & Materials,Heavy Construction,2010-01-20,78830800.0,78830800.0,3375377916100.0
CTF,City Auto Corporation,Consumer Goods,Automobiles & Parts,Automobiles & Parts,Automobiles,2017-05-30,76017542.0,76017542.0,2660613970000.0
CTG,Vietnam Joint Stock Commercial Bank For Industry and Trade,Banks,Banks,Banks,Banks,2009-07-16,4805750609.0,4805750609.0,142490505556850.0
