id,title,short_title,api_uri,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,cook_pvi,dw_nominate,ideal_point,seniority,total_votes,missed_votes,total_present,last_updated,ocd_id,office,phone,fax,state,district,at_large,geoid,senate_class,state_rank,lis_id
S000480,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000480.,Louise,M.,Slaughter,,1929-08-14,F,D,,LouiseSlaughter,RepLouiseSlaughter,louiseslaughter,400378,1755,26991,15444,N00001311,/m/03tvt9,,https://louise.house.gov,,,False,,,,2,,,,2018-03-07 08:15:06 -0500,ocd-division/country:us/state:ny/cd:30,,,,NY,30,False,3630,,,
S000479,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000479.,Daniel,French,Slaughter,,1925-05-20,M,R,,,,,409968,,,15233,,,,,,,False,,,,4,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:va/cd:7,,,,VA,7,False,5107,,,
S000607,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000607.,Robert,F.,Smith,,1931-06-16,M,R,,,,,410084,,,15061,,,,,,,False,,,,6,,,,2008-08-22 06:19:37 -0400,ocd-division/country:us/state:or/cd:2,,,,OR,2,False,4102,,,
S000586,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000586.,Lawrence,Jack,Smith,,1941-04-25,M,D,,,,,410066,,,15062,,,,,,,False,,,,6,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:fl/cd:16,,,,FL,16,False,1216,,,
S000596,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000596.,Neal,Edward,Smith,,1920-03-23,M,D,,,,,410076,,,8672,,,,,,,False,,,,30,,,,2008-08-22 06:19:40 -0400,ocd-division/country:us/state:ia/cd:4,,,,IA,4,False,1904,,,
S000583,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000583.,Lamar,,Smith,,1947-11-19,M,R,,LamarSmithTX21,LamarSmithTX21,lamarsmithtexas21,400381,8884,27097,15445,N00001811,/m/03twnt,,https://lamarsmith.house.gov,,,False,,,,2,,,,2018-03-07 08:15:07 -0500,ocd-division/country:us/state:tx/cd:21,,,,TX,21,False,4821,,,
S000622,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000622.,Virginia,Dodd,Smith,,1911-06-30,F,R,,,,,410097,,,14276,,,,,,,False,,,,14,,,,2013-04-12 20:11:55 -0400,ocd-division/country:us/state:ne/cd:3,,,,NE,3,False,3103,,,
S000606,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000606.,Bob,,Smith,,1941-03-30,M,R,,,,,300155,,,15234,,,,,,,False,,,,4,,,,2013-04-12 20:11:59 -0400,ocd-division/country:us/state:nh/cd:1,,,,NH,1,False,3301,,,
S000527,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000527.,Dennis,Alan,Smith,,1938-01-19,,R,,,,,410010,,,14864,,,,,,,False,,,,8,,,,2013-04-12 20:11:55 -0400,ocd-division/country:us/state:or/cd:5,,,,OR,5,False,4105,,,
S000522,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000522.,Christopher,H.,Smith,,1953-03-04,M,R,,RepChrisSmith,RepChrisSmith,USRepChrisSmith,400380,6411,26952,14863,N00009816,/m/033f4d,,https://chrissmith.house.gov,https://chrissmith.house.gov/news/rss.aspx,,False,,,,8,,,,2021-03-02 02:35:55 -0500,ocd-division/country:us/state:nj/cd:4,,,,NJ,4,False,3404,,,
S000663,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000663.,Olympia,J.,Snowe,,1947-02-21,F,R,,SenatorSnowe,,,300091,,,14661,,/m/020yg2,,,,,False,,,,10,,,,2016-06-14 16:33:07 -0400,ocd-division/country:us/state:me/cd:2,,,,ME,2,False,2302,,,
S000673,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000673.,Stephen,Joshua,Solarz,,1940-09-12,M,D,,,,,410145,,,14277,,,,,,,False,,,,14,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:ny/cd:13,,,,NY,13,False,3613,,,
S000675,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000675.,Gerald,B.H.,Solomon,,1930-08-14,M,R,,,,,410147,,,14662,,,,,,,False,,,,10,,,,2008-08-22 06:20:55 -0400,ocd-division/country:us/state:ny/cd:24,,,,NY,24,False,3624,,,
S000718,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000718.,Floyd,,Spence,,1928-04-09,M,R,,,,,400610,,,13042,,,,,,,False,,,,18,,,,2008-08-22 06:20:00 -0400,ocd-division/country:us/state:sc/cd:2,,,,SC,2,False,4502,,,
S000749,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000749.,John,M.,Spratt,Jr.,1942-11-01,M,D,,,,JohnMSpratt,400386,13719,,15063,,,,,,,False,,,,6,,,,2017-11-29 06:35:54 -0500,ocd-division/country:us/state:sc/cd:5,,,,SC,5,False,4505,,,
S000762,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000762.,Fernand,Joseph,St. Germain,,1928-01-09,,D,,,,,410231,,,10561,,,,,,,False,,,,28,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:ri/cd:1,,,,RI,1,False,4401,,,
S000779,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000779.,Harley,Orrin,Staggers,,1951-02-22,,D,,,,,410245,,,15064,,,,,,,False,,,,6,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:wv/cd:2,,,,WV,2,False,5402,,,
S000785,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000785.,Richard,Howard,Stallings,,1940-10-07,M,D,,,,,410251,,,15235,,,,,,,False,,,,4,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:id/cd:2,,,,ID,2,False,1602,,,
S000795,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000795.,Arlan,Ingehart,Stangeland,,1930-02-08,,R,,,,,410261,,,14466,,,,,,,False,,,,12,,,,2013-04-12 20:11:55 -0400,ocd-division/country:us/state:mn/cd:7,,,,MN,7,False,2707,,,
S000810,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000810.,Pete,,Stark,,1931-11-11,M,D,,petestark,,repstark,400387,6747,,14053,,/m/024t66,,,,,False,,,,16,,,,2016-06-14 16:33:09 -0400,ocd-division/country:us/state:ca/cd:9,,,,CA,9,False,0609,,,
S000851,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000851.,Charles,W.,Stenholm,,1938-10-26,M,D,,,,,400389,,,14664,,,,,,,False,,,,10,,,,2008-08-22 06:19:31 -0400,ocd-division/country:us/state:tx/cd:17,,,,TX,17,False,4817,,,
S000948,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000948.,Louis,,Stokes,,1925-02-23,M,D,,,,,410407,,,12030,,,,,,,False,,,,20,,,,2008-08-22 06:19:41 -0400,ocd-division/country:us/state:oh/cd:21,,,,OH,21,False,3921,,,
S000997,Representative,Rep.,https://api.propublica.org/congress/v1/members/S000997.,Samuel,Studdiford,Stratton,,1916-09-27,M,D,,,,,410455,,,9017,,,,,,,False,,,,30,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:ny/cd:23,,,,NY,23,False,3623,,,
S001040,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001040.,Gerry,Eastman,Studds,,1937-05-12,M,D,,,,,410496,,,14055,,,,,,,False,,,,16,,,,2008-08-22 06:20:49 -0400,ocd-division/country:us/state:ma/cd:10,,,,MA,10,False,2510,,,
S001044,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001044.,Bob,,Stump,,1927-04-04,M,R,,,,,400504,,,14454,,,,,,,False,,,,12,,,,2008-08-22 06:20:01 -0400,ocd-division/country:us/state:az/cd:3,,,,AZ,3,False,0403,,,
S001075,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001075.,Donald,Kenneth,Sundquist,,1936-03-15,M,R,,,,,410529,,,15065,,,,,,,False,,,,6,,,,2008-08-22 06:20:26 -0400,ocd-division/country:us/state:tn/cd:7,,,,TN,7,False,4707,,,
S001077,Delegate,Del.,https://api.propublica.org/congress/v1/members/S001077.,Fof,Iosefa Fiti,Sunia,,1937-03-13,,D,,,,,410531,,,14891,,,,,,,False,,,,4,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:as,,,,AS,,,,8,,
S001101,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001101.,David,McCann,Sweeney,,1955-09-15,M,R,,,,,410553,,,15237,,,,,,,False,,,,4,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:tx/cd:14,,,,TX,14,False,4814,,,
S001115,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001115.,Allan,Byron,Swift,,1935-09-12,M,D,,,,,410567,,,14666,,,,,,,False,,,,10,,,,2008-08-22 06:20:40 -0400,ocd-division/country:us/state:wa/cd:2,,,,WA,2,False,5302,,,
S001122,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001122.,Patrick,Lynn,Swindall,,1950-10-18,M,R,,,,,410574,,,15238,,,,,,,False,,,,4,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:ga/cd:4,,,,GA,4,False,1304,,,
S001139,Representative,Rep.,https://api.propublica.org/congress/v1/members/S001139.,Michael,Lynn,Synar,,1950-10-17,M,D,,,,,410589,,,14667,,,,,,,False,,,,10,,,,2008-08-22 06:20:41 -0400,ocd-division/country:us/state:ok/cd:2,,,,OK,2,False,4002,,,
T000034,Representative,Rep.,https://api.propublica.org/congress/v1/members/T000034.,Robert,Mooneyhan,Tallon,,1946-08-08,M,D,,,,,410623,,,15068,,,,,,,False,,,,6,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:sc/cd:6,,,,SC,6,False,4506,,,
T000053,Representative,Rep.,https://api.propublica.org/congress/v1/members/T000053.,Thomas,Joseph,Tauke,,1950-10-11,M,R,,,,,410641,,,14668,,,,,,,False,,,,10,,,,2013-04-12 20:11:55 -0400,ocd-division/country:us/state:ia/cd:2,,,,IA,2,False,1902,,,
T000058,Representative,Rep.,https://api.propublica.org/congress/v1/members/T000058.,William,J.,Tauzin,,1943-06-14,M,D,,,,,400397,,,14679,,,,,,,False,,,,10,,,,2008-08-22 06:20:41 -0400,ocd-division/country:us/state:la/cd:3,,,,LA,3,False,2203,,,
T000075,Representative,Rep.,https://api.propublica.org/congress/v1/members/T000075.,Gene,,Taylor,,1928-02-10,,R,,,,,410659,,,14057,,,,,,,False,,,,16,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:mo/cd:7,,,,MO,7,False,2907,,,
T000188,Representative,Rep.,https://api.propublica.org/congress/v1/members/T000188.,William,M.,Thomas,,1941-12-06,M,R,,,,,400401,,,14669,,,,,,,False,,,,10,,,,2008-08-22 06:20:26 -0400,ocd-division/country:us/state:ca/cd:20,,,,CA,20,False,0620,,,
T000184,Representative,Rep.,https://api.propublica.org/congress/v1/members/T000184.,Robert,Lindsay,Thomas,,1943-11-20,M,D,,,,,410765,,,15068,,,,,,,False,,,,6,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:ga/cd:1,,,,GA,1,False,1301,,,
T000316,Representative,Rep.,https://api.propublica.org/congress/v1/members/T000316.,Esteban,Edward,Torres,,1930-01-27,M,D,,,,,410889,,,15069,,,,,,,False,,,,6,,,,2008-08-22 06:20:51 -0400,ocd-division/country:us/state:ca/cd:34,,,,CA,34,False,0634,,,
T000317,Representative,Rep.,https://api.propublica.org/congress/v1/members/T000317.,Robert,G.,Torricelli,,1951-08-27,M,D,,,,,300156,,,15070,,,,,,,False,,,,6,,,,2013-04-12 20:11:59 -0400,ocd-division/country:us/state:nj/cd:9,,,,NJ,9,False,3409,,,
T000326,Representative,Rep.,https://api.propublica.org/congress/v1/members/T000326.,Edolphus,,Towns,,1934-07-21,M,D,,edtowns,,CongressmanEdTowns,400409,6807,,15072,,/m/03jqnw,,,,,False,,,,6,,,,2016-06-14 16:33:26 -0400,ocd-division/country:us/state:ny/cd:11,,,,NY,11,False,3611,,,
T000350,Representative,Rep.,https://api.propublica.org/congress/v1/members/T000350.,James,A.,Traficant,Jr.,1941-05-08,M,D,,,,,400611,,,15239,,,,,,,False,,,,4,,,,2017-11-29 06:35:54 -0500,ocd-division/country:us/state:oh/cd:17,,,,OH,17,False,3917,,,
T000356,Representative,Rep.,https://api.propublica.org/congress/v1/members/T000356.,Jerome,Bob,Traxler,,1931-07-21,,D,,,,,410926,,,14075,,,,,,,False,,,,16,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:mi/cd:8,,,,MI,8,False,2608,,,
U000001,Representative,Rep.,https://api.propublica.org/congress/v1/members/U000001.,Morris,King,Udall,,1922-06-15,,D,,,,,411025,,,10566,,,,,,,False,,,,28,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:az/cd:2,,,,AZ,2,False,0402,,,
U000031,Representative,Rep.,https://api.propublica.org/congress/v1/members/U000031.,Fred,,Upton,,1953-04-23,M,R,,RepFredUpton,RepFredUpton,RepFredUpton,400414,12127,26906,15446,N00004133,/m/02d4c3,,https://upton.house.gov,https://upton.house.gov/news/rss.aspx,,False,,,,2,,,,2021-03-02 02:35:58 -0500,ocd-division/country:us/state:mi/cd:4,,,,MI,4,False,2604,,,
V000006,Representative,Rep.,https://api.propublica.org/congress/v1/members/V000006.,Tim,,Valentine,,1926-03-15,M,D,,,,,411065,,,15073,,,,,,,False,,,,6,,,,2013-04-12 20:11:58 -0400,ocd-division/country:us/state:nc/cd:2,,,,NC,2,False,3702,,,
V000027,Representative,Rep.,https://api.propublica.org/congress/v1/members/V000027.,Guy,Adrian,Vander Jagt,,1931-08-26,M,R,,,,,411119,,,10794,,,,,,,False,,,,24,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:mi/cd:9,,,,MI,9,False,2609,,,
V000087,Representative,Rep.,https://api.propublica.org/congress/v1/members/V000087.,Bruce,F.,Vento,,1940-10-07,M,D,,,,,400612,,,14458,,,,,,,False,,,,12,,,,2013-04-12 20:12:00 -0400,ocd-division/country:us/state:mn/cd:4,,,,MN,4,False,2704,,,
V000108,Representative,Rep.,https://api.propublica.org/congress/v1/members/V000108.,Peter,J.,Visclosky,,1949-08-13,M,D,,RepVisclosky,repvisclosky,PeteVisclosky1,400417,6785,26851,15124,N00003813,/m/022r85,,https://visclosky.house.gov,https://visclosky.house.gov/rss.xml,,False,,,,4,,,,2019-01-06 15:20:42 -0500,ocd-division/country:us/state:in/cd:1,,,,IN,1,False,1801,,,
V000112,Representative,Rep.,https://api.propublica.org/congress/v1/members/V000112.,Harold,Lee,Volkmer,,1931-04-04,M,D,,,,,411166,,,14459,,,,,,,False,,,,12,,,,2013-04-12 20:11:59 -0400,ocd-division/country:us/state:mo/cd:9,,,,MO,9,False,2909,,,
V000124,Representative,Rep.,https://api.propublica.org/congress/v1/members/V000124.,Barbara,Farrell,Vucanovich,,1921-06-22,F,R,,,,,411178,,,15074,,,,,,,False,,,,6,,,,2013-04-12 20:11:59 -0400,ocd-division/country:us/state:nv/cd:2,,,,NV,2,False,3202,,,
W000044,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000044.,Douglas,,Walgren,,1940-12-28,,D,,,,,411224,,,14460,,,,,,,False,,,,12,,,,2013-04-12 20:11:55 -0400,ocd-division/country:us/state:pa/cd:18,,,,PA,18,False,4218,,,
W000068,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000068.,Robert,Smith,Walker,,1942-12-23,M,R,,,,,411247,,,14461,,,,,,,False,,,,12,,,,2008-08-22 06:21:03 -0400,ocd-division/country:us/state:pa/cd:16,,,,PA,16,False,4216,,,
W000194,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000194.,Wes,,Watkins,,1938-12-15,M,D,,,,,400540,,,14462,,,,,,,False,,,,12,,,,2008-08-22 06:19:45 -0400,ocd-division/country:us/state:ok/cd:3,,,,OK,3,False,4003,,,
W000215,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000215.,Henry,A.,Waxman,,1939-09-12,M,D,,WaxmanClimate,Rep.HenryWaxman,RepHenryWaxman,400425,8319,,14280,,/m/024tqw,,http://waxman.house.gov,,,False,,,,14,,,,2016-06-14 16:33:35 -0400,ocd-division/country:us/state:ca/cd:24,,,,CA,24,False,0624,,,
W000237,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000237.,John,Vincent,Weber,,1952-07-24,M,R,,,,,411405,,,14868,,,,,,,False,,,,8,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:mn/cd:2,,,,MN,2,False,2702,,,
W000258,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000258.,Theodore,S.,Weiss,,1927-09-17,M,D,,,,,411426,,,14463,,,,,,,False,,,,12,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:ny/cd:17,,,,NY,17,False,3617,,,
W000268,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000268.,W. Curtis,,Weldon,,1947-07-22,M,R,,,,,400428,,,15446,,,,,,,False,,,,2,,,,2008-08-22 06:20:05 -0400,ocd-division/country:us/state:pa/cd:7,,,,PA,7,False,4207,,,
W000326,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000326.,Alan,Dupree,Wheat,,1951-10-16,M,D,,,,,411488,,,15075,,,,,,,False,,,,6,,,,2008-08-22 06:20:29 -0400,ocd-division/country:us/state:mo/cd:5,,,,MO,5,False,2905,,,
W000426,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000426.,Robert,Russell,Whittaker,,1939-09-18,M,R,,,,,411585,,,14670,,,,,,,False,,,,10,,,,2013-04-12 20:11:55 -0400,ocd-division/country:us/state:ks/cd:5,,,,KS,5,False,2005,,,
W000428,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000428.,Jamie,Lloyd,Whitten,,1910-04-18,M,D,,,,,411587,,,10075,,,,,,,False,,,,48,,,,2008-08-22 06:19:39 -0400,ocd-division/country:us/state:ms/cd:1,,,,MS,1,False,2801,,,
W000520,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000520.,John,Patrick,Williams,,1937-10-30,M,D,,,,,411677,,,14672,,,,,,,False,,,,10,,,,2008-08-22 06:20:21 -0400,ocd-division/country:us/state:mt/cd:1,,,,MT,1,False,3000,,,
W000570,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000570.,Charles,,Wilson,,1933-06-01,M,D,,,,,411725,,,14062,,,,,,,False,,,,16,,,,2008-08-22 06:19:43 -0400,ocd-division/country:us/state:tx/cd:2,,,,TX,2,False,4802,,,
W000654,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000654.,Robert,E.,Wise,Jr.,1948-01-06,M,D,,,,,400614,,,15076,,,,,,,False,,,,6,,,,2017-11-29 06:35:54 -0500,ocd-division/country:us/state:wv/cd:3,,,,WV,3,False,5403,,,
W000672,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000672.,Frank,R.,Wolf,,1939-01-30,M,R,,RepWOLFPress,RepFrankWolf,repfrankwolf,400435,7508,,14869,,/m/027zy9,,http://wolf.house.gov,,,False,,,,8,,,,2016-06-14 16:33:36 -0400,ocd-division/country:us/state:va/cd:10,,,,VA,10,False,5110,,,
W000682,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000682.,Howard,Eliot,Wolpe,,1939-11-03,M,D,,,,,411834,,,14673,,,,,,,False,,,,10,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:mi/cd:3,,,,MI,3,False,2603,,,
W000752,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000752.,George,Cornelius,Wortley,,1926-12-08,M,R,,,,,411901,,,14870,,,,,,,False,,,,8,,,,2013-04-12 20:11:54 -0400,ocd-division/country:us/state:ny/cd:27,,,,NY,27,False,3627,,,
W000779,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000779.,Ron,,Wyden,,1949-05-03,M,D,,RonWyden,,senronwyden,300100,1962,27036,14871,N00007724,/m/0178p9,,https://www.wyden.senate.gov,,,False,,,,8,,,,2019-11-18 02:30:21 -0500,ocd-division/country:us/state:or/cd:3,,,,OR,3,False,4103,,,
W000781,Representative,Rep.,https://api.propublica.org/congress/v1/members/W000781.,Chalmers,Pangburn,Wylie,,1920-11-23,,R,,,,,411929,,,11058,,,,,,,False,,,,22,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:oh/cd:15,,,,OH,15,False,3915,,,
Y000013,Representative,Rep.,https://api.propublica.org/congress/v1/members/Y000013.,Sidney,R.,Yates,,1909-08-27,M,D,,,,,411947,,,10421,,,,,,,False,,,,38,,,,2013-04-12 20:11:59 -0400,ocd-division/country:us/state:il/cd:9,,,,IL,9,False,1709,,,
Y000014,Representative,Rep.,https://api.propublica.org/congress/v1/members/Y000014.,Gus,,Yatron,,1927-10-16,,D,,,,,411948,,,12035,,,,,,,False,,,,20,,,,2013-04-12 20:11:57 -0400,ocd-division/country:us/state:pa/cd:6,,,,PA,6,False,4206,,,
Y000031,Representative,Rep.,https://api.propublica.org/congress/v1/members/Y000031.,C. W. Bill,,Young,,1930-12-16,M,R,,,,CongBillYoung,400439,5259,,13047,,/m/025234,,,,,False,,,,18,,,,2016-06-14 16:33:46 -0400,ocd-division/country:us/state:fl/cd:8,,,,FL,8,False,1208,,,
Y000033,Representative,Rep.,https://api.propublica.org/congress/v1/members/Y000033.,Don,,Young,,1933-06-09,M,R,,RepDonYoung,RepDonYoung,RepDonYoung,400440,1897,26717,14066,N00007999,/m/024p1k,,https://donyoung.house.gov,https://donyoung.house.gov/news/rss.aspx,,False,,,,16,,,,2021-03-02 02:36:01 -0500,ocd-division/country:us/state:ak/cd:1,,,,AK,At-Large,True,0200,,,
